Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Outcome
2017-12-22T19:45:00+00:00,Arsenal,Liverpool,3,3,0
2017-12-18T20:00:00+00:00,Everton,Swansea,3,1,1
2017-12-17T16:30:00+00:00,Bournemouth,Liverpool,0,4,2
2017-12-17T14:15:00+00:00,West Brom,Manchester United,1,2,2
2017-12-16T17:30:00+00:00,Manchester City,Tottenham,4,1,1
2017-12-16T16:00:00+00:00,Stoke City,West Ham,0,3,2
2017-12-16T15:00:00+00:00,Arsenal,Newcastle,1,0,1
2017-12-16T15:00:00+00:00,Brighton,Burnley,0,0,0
2017-12-16T15:00:00+00:00,Chelsea,Southampton,1,0,1
2017-12-16T15:00:00+00:00,Watford,Huddersfield,1,4,2
2017-12-16T12:30:00+00:00,Leicester,Crystal Palace,0,3,2
2017-12-13T20:00:00+00:00,Liverpool,West Brom,0,0,0
2017-12-13T20:00:00+00:00,Manchester United,Bournemouth,1,0,1
2017-12-13T20:00:00+00:00,Tottenham,Brighton,2,0,1
2017-12-13T20:00:00+00:00,West Ham,Arsenal,0,0,0
2017-12-13T19:45:00+00:00,Newcastle,Everton,0,1,2
2017-12-13T19:45:00+00:00,Southampton,Leicester,1,4,2
2017-12-13T19:45:00+00:00,Swansea,Manchester City,0,4,2
2017-12-12T20:00:00+00:00,Crystal Palace,Watford,2,1,1
2017-12-12T20:00:00+00:00,Huddersfield,Chelsea,1,3,2
2017-12-12T19:45:00+00:00,Burnley,Stoke City,1,0,1
2017-12-10T16:30:00+00:00,Manchester United,Manchester City,1,2,2
2017-12-10T14:15:00+00:00,Liverpool,Everton,1,1,0
2017-12-10T12:00:00+00:00,Southampton,Arsenal,1,1,0
2017-12-09T17:30:00+00:00,Newcastle,Leicester,2,3,2
2017-12-09T15:00:00+00:00,Burnley,Watford,1,0,1
2017-12-09T15:00:00+00:00,Crystal Palace,Bournemouth,2,2,0
2017-12-09T15:00:00+00:00,Huddersfield,Brighton,2,0,1
2017-12-09T15:00:00+00:00,Swansea,West Brom,1,0,1
2017-12-09T15:00:00+00:00,Tottenham,Stoke City,5,1,1
2017-12-09T12:30:00+00:00,West Ham,Chelsea,1,0,1
2017-12-03T16:00:00+00:00,Manchester City,West Ham,2,1,1
2017-12-03T13:30:00+00:00,Bournemouth,Southampton,1,1,0
2017-12-02T17:30:00+00:00,Arsenal,Manchester United,1,3,2
2017-12-02T15:00:00+00:00,Brighton,Liverpool,1,5,2
2017-12-02T15:00:00+00:00,Everton,Huddersfield,2,0,1
2017-12-02T15:00:00+00:00,Leicester,Burnley,1,0,1
2017-12-02T15:00:00+00:00,Stoke City,Swansea,2,1,1
2017-12-02T15:00:00+00:00,Watford,Tottenham,1,1,0
2017-12-02T15:00:00+00:00,West Brom,Crystal Palace,0,0,0
2017-12-02T12:30:00+00:00,Chelsea,Newcastle,3,1,1
2017-11-29T20:00:00+00:00,Everton,West Ham,4,0,1
2017-11-29T20:00:00+00:00,Manchester City,Southampton,2,1,1
2017-11-29T20:00:00+00:00,Stoke City,Liverpool,0,3,2
2017-11-29T19:45:00+00:00,Arsenal,Huddersfield,5,0,1
2017-11-29T19:45:00+00:00,Bournemouth,Burnley,1,2,2
2017-11-29T19:45:00+00:00,Chelsea,Swansea,1,0,1
2017-11-28T20:00:00+00:00,Watford,Manchester United,2,4,2
2017-11-28T20:00:00+00:00,West Brom,Newcastle,2,2,0
2017-11-28T19:45:00+00:00,Brighton,Crystal Palace,0,0,0
2017-11-28T19:45:00+00:00,Leicester,Tottenham,2,1,1
2017-11-26T16:00:00+00:00,Huddersfield,Manchester City,1,2,2
2017-11-26T14:00:00+00:00,Burnley,Arsenal,0,1,2
2017-11-26T13:30:00+00:00,Southampton,Everton,4,1,1
2017-11-25T17:30:00+00:00,Liverpool,Chelsea,1,1,0
2017-11-25T15:00:00+00:00,Crystal Palace,Stoke City,2,1,1
2017-11-25T15:00:00+00:00,Manchester United,Brighton,1,0,1
2017-11-25T15:00:00+00:00,Newcastle,Watford,0,3,2
2017-11-25T15:00:00+00:00,Swansea,Bournemouth,0,0,0
2017-11-25T15:00:00+00:00,Tottenham,West Brom,1,1,0
2017-11-24T20:00:00+00:00,West Ham,Leicester,1,1,0
2017-11-20T20:00:00+00:00,Brighton,Stoke City,2,2,0
2017-11-19T16:00:00+00:00,Watford,West Ham,2,0,1
2017-11-18T17:30:00+00:00,Manchester United,Newcastle,4,1,1
2017-11-18T15:00:00+00:00,Bournemouth,Huddersfield,4,0,1
2017-11-18T15:00:00+00:00,Burnley,Swansea,2,0,1
2017-11-18T15:00:00+00:00,Crystal Palace,Everton,2,2,0
2017-11-18T15:00:00+00:00,Leicester,Manchester City,0,2,2
2017-11-18T15:00:00+00:00,Liverpool,Southampton,3,0,1
2017-11-18T15:00:00+00:00,West Brom,Chelsea,0,4,2
2017-11-18T12:30:00+00:00,Arsenal,Tottenham,2,0,1
2017-11-05T16:30:00+00:00,Chelsea,Manchester United,1,0,1
2017-11-05T16:30:00+00:00,Everton,Watford,3,2,1
2017-11-05T14:15:00+00:00,Manchester City,Arsenal,3,1,1
2017-11-05T12:00:00+00:00,Tottenham,Crystal Palace,1,0,1
2017-11-04T17:30:00+00:00,West Ham,Liverpool,1,4,2
2017-11-04T15:00:00+00:00,Huddersfield,West Brom,1,0,1
2017-11-04T15:00:00+00:00,Newcastle,Bournemouth,0,1,2
2017-11-04T15:00:00+00:00,Southampton,Burnley,0,1,2
2017-11-04T15:00:00+00:00,Swansea,Brighton,0,1,2
2017-11-04T12:30:00+00:00,Stoke City,Leicester,2,2,0
2017-10-30T20:00:00+00:00,Burnley,Newcastle,1,0,1
2017-10-29T16:00:00+00:00,Leicester,Everton,2,0,1
2017-10-29T13:30:00+00:00,Brighton,Southampton,1,1,0
2017-10-28T16:30:00+00:00,Bournemouth,Chelsea,0,1,2
2017-10-28T14:00:00+00:00,Arsenal,Swansea,2,1,1
2017-10-28T14:00:00+00:00,Crystal Palace,West Ham,2,2,0
2017-10-28T14:00:00+00:00,Liverpool,Huddersfield,3,0,1
2017-10-28T14:00:00+00:00,Watford,Stoke City,0,1,2
2017-10-28T14:00:00+00:00,West Brom,Manchester City,2,3,2
2017-10-28T11:30:00+00:00,Manchester United,Tottenham,1,0,1
2017-10-22T15:00:00+00:00,Tottenham,Liverpool,4,1,1
2017-10-22T12:30:00+00:00,Everton,Arsenal,2,5,2
2017-10-21T16:30:00+00:00,Southampton,West Brom,1,0,1
2017-10-21T14:00:00+00:00,Huddersfield,Manchester United,2,1,1
2017-10-21T14:00:00+00:00,Manchester City,Burnley,3,0,1
2017-10-21T14:00:00+00:00,Newcastle,Crystal Palace,1,0,1
2017-10-21T14:00:00+00:00,Stoke City,Bournemouth,1,2,2
2017-10-21T14:00:00+00:00,Swansea,Leicester,1,2,2
2017-10-21T11:30:00+00:00,Chelsea,Watford,4,2,1
2017-10-20T19:00:00+00:00,West Ham,Brighton,0,3,2
2017-10-16T19:00:00+00:00,Leicester,West Brom,1,1,0
2017-10-15T15:00:00+00:00,Southampton,Newcastle,2,2,0
2017-10-15T12:30:00+00:00,Brighton,Everton,1,1,0
2017-10-14T16:30:00+00:00,Watford,Arsenal,2,1,1
2017-10-14T14:00:00+00:00,Burnley,West Ham,1,1,0
2017-10-14T14:00:00+00:00,Crystal Palace,Chelsea,2,1,1
2017-10-14T14:00:00+00:00,Manchester City,Stoke City,7,2,1
2017-10-14T14:00:00+00:00,Swansea,Huddersfield,2,0,1
2017-10-14T14:00:00+00:00,Tottenham,Bournemouth,1,0,1
2017-10-14T11:30:00+00:00,Liverpool,Manchester United,0,0,0
2017-10-01T15:30:00+00:00,Newcastle,Liverpool,1,1,0
2017-10-01T13:15:00+00:00,Everton,Burnley,0,1,2
2017-10-01T11:00:00+00:00,Arsenal,Brighton,2,0,1
2017-09-30T16:30:00+00:00,Chelsea,Manchester City,0,1,2
2017-09-30T14:00:00+00:00,Bournemouth,Leicester,0,0,0
2017-09-30T14:00:00+00:00,Manchester United,Crystal Palace,4,0,1
2017-09-30T14:00:00+00:00,Stoke City,Southampton,2,1,1
2017-09-30T14:00:00+00:00,West Brom,Watford,2,2,0
2017-09-30T14:00:00+00:00,West Ham,Swansea,1,0,1
2017-09-30T11:30:00+00:00,Huddersfield,Tottenham,0,4,2
2017-09-25T19:00:00+00:00,Arsenal,West Brom,2,0,1
2017-09-24T15:00:00+00:00,Brighton,Newcastle,1,0,1
2017-09-23T16:30:00+00:00,Leicester,Liverpool,2,3,2
2017-09-23T14:00:00+00:00,Burnley,Huddersfield,0,0,0
2017-09-23T14:00:00+00:00,Everton,Bournemouth,2,1,1
2017-09-23T14:00:00+00:00,Manchester City,Crystal Palace,5,0,1
2017-09-23T14:00:00+00:00,Southampton,Manchester United,0,1,2
2017-09-23T14:00:00+00:00,Stoke City,Chelsea,0,4,2
2017-09-23T14:00:00+00:00,Swansea,Watford,1,2,2
2017-09-23T11:30:00+00:00,West Ham,Tottenham,2,3,2
2017-09-17T15:00:00+00:00,Manchester United,Everton,4,0,1
2017-09-17T12:30:00+00:00,Chelsea,Arsenal,0,0,0
2017-09-16T16:30:00+00:00,Tottenham,Swansea,0,0,0
2017-09-16T14:00:00+00:00,Huddersfield,Leicester,1,1,0
2017-09-16T14:00:00+00:00,Liverpool,Burnley,1,1,0
2017-09-16T14:00:00+00:00,Newcastle,Stoke City,2,1,1
2017-09-16T14:00:00+00:00,Watford,Manchester City,0,6,2
2017-09-16T14:00:00+00:00,West Brom,West Ham,0,0,0
2017-09-16T11:30:00+00:00,Crystal Palace,Southampton,0,1,2
2017-09-15T19:00:00+00:00,Bournemouth,Brighton,2,1,1
2017-09-11T19:00:00+00:00,West Ham,Huddersfield,2,0,1
2017-09-10T15:00:00+00:00,Swansea,Newcastle,0,1,2
2017-09-10T12:30:00+00:00,Burnley,Crystal Palace,1,0,1
2017-09-09T16:30:00+00:00,Stoke City,Manchester United,2,2,0
2017-09-09T14:00:00+00:00,Arsenal,Bournemouth,3,0,1
2017-09-09T14:00:00+00:00,Brighton,West Brom,3,1,1
2017-09-09T14:00:00+00:00,Everton,Tottenham,0,3,2
2017-09-09T14:00:00+00:00,Leicester,Chelsea,1,2,2
2017-09-09T14:00:00+00:00,Southampton,Watford,0,2,2
2017-09-09T11:30:00+00:00,Manchester City,Liverpool,5,0,1
2017-08-27T15:00:00+00:00,Liverpool,Arsenal,4,0,1
2017-08-27T15:00:00+00:00,Tottenham,Burnley,1,1,0
2017-08-27T12:30:00+00:00,Chelsea,Everton,2,0,1
2017-08-27T12:30:00+00:00,West Brom,Stoke City,1,1,0
2017-08-26T16:30:00+00:00,Manchester United,Leicester,2,0,1
2017-08-26T14:00:00+00:00,Crystal Palace,Swansea,0,2,2
2017-08-26T14:00:00+00:00,Huddersfield,Southampton,0,0,0
2017-08-26T14:00:00+00:00,Newcastle,West Ham,3,0,1
2017-08-26T14:00:00+00:00,Watford,Brighton,0,0,0
2017-08-26T11:30:00+00:00,Bournemouth,Manchester City,1,2,2
2017-08-21T19:00:00+00:00,Manchester City,Everton,1,1,0
2017-08-20T15:00:00+00:00,Tottenham,Chelsea,1,2,2
2017-08-20T12:30:00+00:00,Huddersfield,Newcastle,1,0,1
2017-08-19T16:30:00+00:00,Stoke City,Arsenal,1,0,1
2017-08-19T14:00:00+00:00,Bournemouth,Watford,0,2,2
2017-08-19T14:00:00+00:00,Burnley,West Brom,0,1,2
2017-08-19T14:00:00+00:00,Leicester,Brighton,2,0,1
2017-08-19T14:00:00+00:00,Liverpool,Crystal Palace,1,0,1
2017-08-19T14:00:00+00:00,Southampton,West Ham,3,2,1
2017-08-19T11:30:00+00:00,Swansea,Manchester United,0,4,2
2017-08-13T15:00:00+00:00,Manchester United,West Ham,4,0,1
2017-08-13T12:30:00+00:00,Newcastle,Tottenham,0,2,2
2017-08-12T16:30:00+00:00,Brighton,Manchester City,0,2,2
2017-08-12T14:00:00+00:00,Chelsea,Burnley,2,3,2
2017-08-12T14:00:00+00:00,Crystal Palace,Huddersfield,0,3,2
2017-08-12T14:00:00+00:00,Everton,Stoke City,1,0,1
2017-08-12T14:00:00+00:00,Southampton,Swansea,0,0,0
2017-08-12T14:00:00+00:00,West Brom,Bournemouth,1,0,1
2017-08-12T11:30:00+00:00,Watford,Liverpool,3,3,0
2017-08-11T18:45:00+00:00,Arsenal,Leicester,4,3,1
2018-08-10T19:00:00+00:00,Manchester United,Leicester,2,1,1
2018-08-11T11:30:00+00:00,Newcastle,Tottenham,1,2,2
2018-08-11T14:00:00+00:00,Bournemouth,Cardiff,2,0,1
2018-08-11T14:00:00+00:00,Fulham,Crystal Palace,0,2,2
2018-08-11T14:00:00+00:00,Huddersfield,Chelsea,0,3,2
2018-08-11T14:00:00+00:00,Watford,Brighton,2,0,1
2018-08-11T16:30:00+00:00,Wolves,Everton,2,2,0
2018-08-12T12:30:00+00:00,Liverpool,West Ham,4,0,1
2018-08-12T12:30:00+00:00,Southampton,Burnley,0,0,0
2018-08-12T15:00:00+00:00,Arsenal,Manchester City,0,2,2
2018-08-18T11:30:00+00:00,Cardiff,Newcastle,0,0,0
2018-08-19T12:30:00+00:00,Burnley,Watford,1,3,2
2018-08-18T14:00:00+00:00,Everton,Southampton,2,1,1
2018-08-18T14:00:00+00:00,Leicester,Wolves,2,0,1
2018-08-18T14:00:00+00:00,Tottenham,Fulham,3,1,1
2018-08-18T14:00:00+00:00,West Ham,Bournemouth,1,2,2
2018-08-18T16:30:00+00:00,Chelsea,Arsenal,3,2,1
2018-08-19T12:30:00+00:00,Manchester City,Huddersfield,6,1,1
2018-08-19T15:00:00+00:00,Brighton,Manchester United,3,2,1
2018-08-20T19:00:00+00:00,Crystal Palace,Liverpool,0,2,2
2018-08-25T11:30:00+00:00,Wolves,Manchester City,1,1,0
2018-08-25T14:00:00+00:00,Arsenal,West Ham,3,1,1
2018-08-25T14:00:00+00:00,Bournemouth,Everton,2,2,0
2018-08-26T15:00:00+00:00,Fulham,Burnley,4,2,1
2018-08-25T14:00:00+00:00,Huddersfield,Cardiff,0,0,0
2018-08-25T14:00:00+00:00,Southampton,Leicester,1,2,2
2018-08-25T16:30:00+00:00,Liverpool,Brighton,1,0,1
2018-08-26T12:30:00+00:00,Watford,Crystal Palace,2,1,1
2018-08-26T15:00:00+00:00,Newcastle,Chelsea,1,2,2
2018-08-27T19:00:00+00:00,Manchester United,Tottenham,0,3,2
2018-09-01T11:30:00+00:00,Leicester,Liverpool,1,2,2
2018-09-01T14:00:00+00:00,Brighton,Fulham,2,2,0
2018-09-02T15:00:00+00:00,Burnley,Manchester United,0,2,2
2018-09-01T14:00:00+00:00,Chelsea,Bournemouth,2,0,1
2018-09-01T14:00:00+00:00,Crystal Palace,Southampton,0,2,2
2018-09-01T14:00:00+00:00,Everton,Huddersfield,1,1,0
2018-09-01T14:00:00+00:00,West Ham,Wolves,0,1,2
2018-09-01T16:30:00+00:00,Manchester City,Newcastle,2,1,1
2018-09-02T12:30:00+00:00,Cardiff,Arsenal,2,3,2
2018-09-02T15:00:00+00:00,Watford,Tottenham,2,1,1
2018-09-15T11:30:00+00:00,Tottenham,Liverpool,1,2,2
2018-09-15T14:00:00+00:00,Bournemouth,Leicester,4,2,1
2018-09-15T14:00:00+00:00,Chelsea,Cardiff,4,1,1
2018-09-15T14:00:00+00:00,Huddersfield,Crystal Palace,0,1,2
2018-09-15T14:00:00+00:00,Manchester City,Fulham,3,0,1
2018-09-15T14:00:00+00:00,Newcastle,Arsenal,1,2,2
2018-09-15T16:30:00+00:00,Watford,Manchester United,1,2,2
2018-09-16T12:30:00+00:00,Wolves,Burnley,1,0,1
2018-09-16T15:00:00+00:00,Everton,West Ham,1,3,2
2018-09-17T19:00:00+00:00,Southampton,Brighton,2,2,0
2018-09-22T11:30:00+00:00,Fulham,Watford,1,1,0
2018-09-22T14:00:00+00:00,Burnley,Bournemouth,4,0,1
2018-09-22T14:00:00+00:00,Cardiff,Manchester City,0,5,2
2018-09-22T14:00:00+00:00,Crystal Palace,Newcastle,0,0,0
2018-09-22T14:00:00+00:00,Leicester,Huddersfield,3,1,1
2018-09-22T14:00:00+00:00,Liverpool,Southampton,3,0,1
2018-09-22T14:00:00+00:00,Manchester United,Wolves,1,1,0
2018-09-22T16:30:00+00:00,Brighton,Tottenham,1,2,2
2018-09-23T12:30:00+00:00,West Ham,Chelsea,0,0,0
2018-09-23T15:00:00+00:00,Arsenal,Everton,2,0,1
2018-09-29T11:30:00+00:00,West Ham,Manchester United,3,1,1
2018-09-29T14:00:00+00:00,Arsenal,Watford,2,0,1
2018-09-29T14:00:00+00:00,Everton,Fulham,3,0,1
2018-09-29T14:00:00+00:00,Huddersfield,Tottenham,0,2,2
2018-09-29T14:00:00+00:00,Manchester City,Brighton,2,0,1
2018-09-29T14:00:00+00:00,Newcastle,Leicester,0,2,2
2018-09-29T14:00:00+00:00,Wolves,Southampton,2,0,1
2018-09-29T16:30:00+00:00,Chelsea,Liverpool,1,1,0
2018-09-30T15:00:00+00:00,Cardiff,Burnley,1,2,2
2018-10-01T19:00:00+00:00,Bournemouth,Crystal Palace,2,1,1
2018-10-05T19:00:00+00:00,Brighton,West Ham,1,0,1
2018-10-06T14:00:00+00:00,Burnley,Huddersfield,1,1,0
2018-10-06T14:00:00+00:00,Crystal Palace,Wolves,0,1,2
2018-10-07T11:00:00+00:00,Fulham,Arsenal,1,5,2
2018-10-06T14:00:00+00:00,Leicester,Everton,1,2,2
2018-10-07T15:30:00+00:00,Liverpool,Manchester City,0,0,0
2018-10-06T16:30:00+00:00,Manchester United,Newcastle,3,2,1
2018-10-07T13:15:00+00:00,Southampton,Chelsea,0,3,2
2018-10-06T14:00:00+00:00,Tottenham,Cardiff,1,0,1
2018-10-06T14:00:00+00:00,Watford,Bournemouth,0,4,2
2018-10-22T19:00:00+00:00,Arsenal,Leicester,3,1,1
2018-10-20T14:00:00+00:00,Bournemouth,Southampton,0,0,0
2018-10-20T14:00:00+00:00,Cardiff,Fulham,4,2,1
2018-10-20T11:30:00+00:00,Chelsea,Manchester United,2,2,0
2018-10-21T15:00:00+00:00,Everton,Crystal Palace,2,0,1
2018-10-20T16:30:00+00:00,Huddersfield,Liverpool,0,1,2
2018-10-20T14:00:00+00:00,Manchester City,Burnley,5,0,1
2018-10-20T14:00:00+00:00,Newcastle,Brighton,0,1,2
2018-10-20T14:00:00+00:00,West Ham,Tottenham,0,1,2
2018-10-20T14:00:00+00:00,Wolves,Watford,0,2,2
2018-10-27T14:00:00+00:00,Brighton,Wolves,1,0,1
2018-10-28T13:30:00+00:00,Burnley,Chelsea,0,4,2
2018-10-28T13:30:00+00:00,Crystal Palace,Arsenal,2,2,0
2018-10-27T14:00:00+00:00,Fulham,Bournemouth,0,3,2
2018-10-27T16:30:00+00:00,Leicester,West Ham,1,1,0
2018-10-27T14:00:00+00:00,Liverpool,Cardiff,4,1,1
2018-10-28T16:00:00+00:00,Manchester United,Everton,2,1,1
2018-10-27T14:00:00+00:00,Southampton,Newcastle,0,0,0
2018-10-29T20:00:00+00:00,Tottenham,Manchester City,0,1,2
2018-10-27T14:00:00+00:00,Watford,Huddersfield,3,0,1
2018-11-03T17:30:00+00:00,Arsenal,Liverpool,1,1,0
2018-11-03T12:30:00+00:00,Bournemouth,Manchester United,1,2,2
2018-11-03T15:00:00+00:00,Cardiff,Leicester,0,1,2
2018-11-04T16:00:00+00:00,Chelsea,Crystal Palace,3,1,1
2018-11-03T15:00:00+00:00,Everton,Brighton,3,1,1
2018-11-05T20:00:00+00:00,Huddersfield,Fulham,1,0,1
2018-11-04T15:00:00+00:00,Manchester City,Southampton,6,1,1
2018-11-03T15:00:00+00:00,Newcastle,Watford,1,0,1
2018-11-03T15:00:00+00:00,West Ham,Burnley,4,2,1
2018-11-03T19:45:00+00:00,Wolves,Tottenham,2,3,2
2018-11-11T16:30:00+00:00,Arsenal,Wolves,1,1,0
2018-11-10T12:30:00+00:00,Cardiff,Brighton,2,1,1
2018-11-11T14:15:00+00:00,Chelsea,Everton,0,0,0
2018-11-10T17:30:00+00:00,Crystal Palace,Tottenham,0,1,2
2018-11-10T15:00:00+00:00,Huddersfield,West Ham,1,1,0
2018-11-10T15:00:00+00:00,Leicester,Burnley,0,0,0
2018-11-11T12:00:00+00:00,Liverpool,Fulham,2,0,1
2018-11-11T16:30:00+00:00,Manchester City,Manchester United,3,1,1
2018-11-10T15:00:00+00:00,Newcastle,Bournemouth,2,1,1
2018-11-10T15:00:00+00:00,Southampton,Watford,1,1,0
2018-11-25T13:30:00+00:00,Bournemouth,Arsenal,1,2,2
2018-11-24T15:00:00+00:00,Brighton,Leicester,1,1,0
2018-11-26T20:30:00+00:00,Burnley,Newcastle,1,2,2
2018-11-24T15:00:00+00:00,Everton,Cardiff,1,0,1
2018-11-24T15:00:00+00:00,Fulham,Southampton,3,2,1
2018-11-24T15:00:00+00:00,Manchester United,Crystal Palace,0,0,0
2018-11-24T17:30:00+00:00,Tottenham,Chelsea,3,1,1
2018-11-24T15:00:00+00:00,Watford,Liverpool,0,3,2
2018-11-24T15:00:00+00:00,West Ham,Manchester City,0,4,2
2018-11-25T16:00:00+00:00,Wolves,Huddersfield,0,2,2
2018-12-02T14:05:00+00:00,Arsenal,Tottenham,4,2,1
2018-11-30T20:00:00+00:00,Cardiff,Wolves,2,1,1
2018-12-02T12:00:00+00:00,Chelsea,Fulham,2,0,1
2018-12-01T15:00:00+00:00,Crystal Palace,Burnley,2,0,1
2018-12-01T15:00:00+00:00,Huddersfield,Brighton,1,2,2
2018-12-01T15:00:00+00:00,Leicester,Watford,2,0,1
2018-12-02T16:15:00+00:00,Liverpool,Everton,1,0,1
2018-12-01T15:00:00+00:00,Manchester City,Bournemouth,3,1,1
2018-12-01T15:00:00+00:00,Newcastle,West Ham,0,3,2
2018-12-01T17:30:00+00:00,Southampton,Manchester United,2,2,0
2018-12-04T19:45:00+00:00,Bournemouth,Huddersfield,2,1,1
2018-12-04T19:45:00+00:00,Brighton,Crystal Palace,3,1,1
2018-12-05T19:45:00+00:00,Burnley,Liverpool,1,3,2
2018-12-05T19:45:00+00:00,Fulham,Leicester,1,1,0
2018-12-04T20:00:00+00:00,Watford,Manchester City,1,2,2
2018-12-04T19:45:00+00:00,West Ham,Cardiff,3,1,1
2018-12-05T19:45:00+00:00,Wolves,Chelsea,2,1,1
2018-12-05T20:00:00+00:00,Manchester United,Arsenal,2,2,0
2018-12-05T19:45:00+00:00,Everton,Newcastle,1,1,0
2018-12-05T20:00:00+00:00,Tottenham,Southampton,3,1,1
2018-12-08T15:00:00+00:00,Arsenal,Huddersfield,1,0,1
2018-12-08T12:30:00+00:00,Bournemouth,Liverpool,0,4,2
2018-12-08T15:00:00+00:00,Burnley,Brighton,1,0,1
2018-12-08T15:00:00+00:00,Cardiff,Southampton,1,0,1
2018-12-08T17:30:00+00:00,Chelsea,Manchester City,2,0,1
2018-12-10T20:00:00+00:00,Everton,Watford,2,2,0
2018-12-08T19:45:00+00:00,Leicester,Tottenham,0,2,2
2018-12-08T15:00:00+00:00,Manchester United,Fulham,4,1,1
2018-12-09T16:00:00+00:00,Newcastle,Wolves,1,2,2
2018-12-08T15:00:00+00:00,West Ham,Crystal Palace,3,2,1
2018-12-16T13:30:00+00:00,Brighton,Chelsea,1,2,2
2018-12-15T15:00:00+00:00,Crystal Palace,Leicester,1,0,1
2018-12-15T17:30:00+00:00,Fulham,West Ham,0,2,2
2018-12-15T15:00:00+00:00,Huddersfield,Newcastle,0,1,2
2018-12-16T16:00:00+00:00,Liverpool,Manchester United,3,1,1
2018-12-15T12:30:00+00:00,Manchester City,Everton,3,1,1
2018-12-16T13:30:00+00:00,Southampton,Arsenal,3,2,1
2018-12-15T15:00:00+00:00,Tottenham,Burnley,1,0,1
2018-12-15T15:00:00+00:00,Watford,Cardiff,3,2,1
2018-12-15T15:00:00+00:00,Wolves,Bournemouth,2,0,1
2018-12-22T12:30:00+00:00,Arsenal,Burnley,3,1,1
2018-12-22T15:00:00+00:00,Bournemouth,Brighton,2,0,1
2018-12-22T17:30:00+00:00,Cardiff,Manchester United,1,5,2
2018-12-22T15:00:00+00:00,Chelsea,Leicester,0,1,2
2018-12-23T16:00:00+00:00,Everton,Tottenham,2,6,2
2018-12-22T15:00:00+00:00,Huddersfield,Southampton,1,3,2
2018-12-22T15:00:00+00:00,Manchester City,Crystal Palace,2,3,2
2018-12-22T15:00:00+00:00,Newcastle,Fulham,0,0,0
2018-12-22T15:00:00+00:00,West Ham,Watford,0,2,2
2018-12-21T20:00:00+00:00,Wolves,Liverpool,0,2,2
2018-12-26T17:15:00+00:00,Brighton,Arsenal,1,1,0
2018-12-26T15:00:00+00:00,Burnley,Everton,1,5,2
2018-12-26T15:00:00+00:00,Crystal Palace,Cardiff,0,0,0
2018-12-26T12:30:00+00:00,Fulham,Wolves,1,1,0
2018-12-26T15:00:00+00:00,Leicester,Manchester City,2,1,1
2018-12-26T15:00:00+00:00,Liverpool,Newcastle,4,0,1
2018-12-26T15:00:00+00:00,Manchester United,Huddersfield,3,1,1
2018-12-27T19:45:00+00:00,Southampton,West Ham,1,2,2
2018-12-26T15:00:00+00:00,Tottenham,Bournemouth,5,0,1
2018-12-26T19:30:00+00:00,Watford,Chelsea,1,2,2
2018-12-29T15:00:00+00:00,Brighton,Everton,1,0,1
2018-12-30T14:15:00+00:00,Burnley,West Ham,2,0,1
2018-12-30T12:00:00+00:00,Crystal Palace,Chelsea,0,1,2
2018-12-29T15:00:00+00:00,Fulham,Huddersfield,1,0,1
2018-12-29T15:00:00+00:00,Leicester,Cardiff,0,1,2
2018-12-29T17:30:00+00:00,Liverpool,Arsenal,5,1,1
2018-12-30T16:30:00+00:00,Manchester United,Bournemouth,4,1,1
2018-12-30T14:15:00+00:00,Southampton,Manchester City,1,3,2
2018-12-29T15:00:00+00:00,Tottenham,Wolves,1,3,2
2018-12-29T15:00:00+00:00,Watford,Newcastle,1,1,0
2019-08-09T19:00:00+00:00,Liverpool,Norwich,4,1,1
2019-08-10T11:30:00+00:00,West Ham,Manchester City,0,5,2
2019-08-10T14:00:00+00:00,Bournemouth,Sheffield Utd,1,1,0
2019-08-10T14:00:00+00:00,Burnley,Southampton,3,0,1
2019-08-10T14:00:00+00:00,Crystal Palace,Everton,0,0,0
2019-08-11T13:00:00+00:00,Leicester,Wolves,0,0,0
2019-08-10T14:00:00+00:00,Watford,Brighton,0,3,2
2019-08-10T16:30:00+00:00,Tottenham,Aston Villa,3,1,1
2019-08-11T13:00:00+00:00,Newcastle,Arsenal,0,1,2
2019-08-11T15:30:00+00:00,Manchester United,Chelsea,4,0,1
2019-08-17T11:30:00+00:00,Arsenal,Burnley,2,1,1
2019-08-17T14:00:00+00:00,Aston Villa,Bournemouth,1,2,2
2019-08-17T14:00:00+00:00,Brighton,West Ham,1,1,0
2019-08-18T15:30:00+00:00,Chelsea,Leicester,1,1,0
2019-08-17T14:00:00+00:00,Everton,Watford,1,0,1
2019-08-17T16:30:00+00:00,Manchester City,Tottenham,2,2,0
2019-08-17T14:00:00+00:00,Norwich,Newcastle,3,1,1
2019-08-18T13:00:00+00:00,Sheffield Utd,Crystal Palace,1,0,1
2019-08-17T14:00:00+00:00,Southampton,Liverpool,1,2,2
2019-08-19T19:00:00+00:00,Wolves,Manchester United,1,1,0
2019-08-25T13:00:00+00:00,Bournemouth,Manchester City,1,3,2
2019-08-23T19:00:00+00:00,Aston Villa,Everton,2,0,1
2019-08-24T14:00:00+00:00,Brighton,Southampton,0,2,2
2019-08-24T16:30:00+00:00,Liverpool,Arsenal,3,1,1
2019-08-24T14:00:00+00:00,Manchester United,Crystal Palace,1,2,2
